,DrugBank ID,Drug Name,Drug Type,UniProt ID,Protein Names,Gene Symbol,Length
5429,DB01198,Zopiclone,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,462.0
5430,DB01198,Zopiclone,SmallMoleculeDrug,P30536,Translocator protein,TSPO,169.0
5431,DB01199,Tubocurarine,SmallMoleculeDrug,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,529.0
5432,DB01199,Tubocurarine,SmallMoleculeDrug,P46098,5-hydroxytryptamine receptor 3A,HTR3A,478.0
5433,DB01199,Tubocurarine,SmallMoleculeDrug,P22303,Acetylcholinesterase,ACHE,614.0
5434,DB01200,Bromocriptine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
5435,DB01200,Bromocriptine,SmallMoleculeDrug,P35462,D(3) dopamine receptor,DRD3,400.0
5436,DB01200,Bromocriptine,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D,HTR1D,377.0
5437,DB01200,Bromocriptine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,ADRA2A,450.0
5438,DB01200,Bromocriptine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,HTR1A,422.0
5439,DB01200,Bromocriptine,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor,ADRA2C,462.0
5440,DB01200,Bromocriptine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor,ADRA2B,450.0
5441,DB01200,Bromocriptine,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B,HTR2B,481.0
5442,DB01200,Bromocriptine,SmallMoleculeDrug,P21917,D(4) dopamine receptor,DRD4,467.0
5443,DB01200,Bromocriptine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
5444,DB01200,Bromocriptine,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B,HTR1B,390.0
5445,DB01200,Bromocriptine,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,HTR2C,458.0
5446,DB01200,Bromocriptine,SmallMoleculeDrug,P21918,D(1B) dopamine receptor,DRD5,477.0
5447,DB01200,Bromocriptine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,DRD1,446.0
5448,DB01200,Bromocriptine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,ADRA1A,466.0
5449,DB01200,Bromocriptine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,ADRA1B,520.0
5450,DB01200,Bromocriptine,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor,ADRA1D,572.0
5451,DB01200,Bromocriptine,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7,HTR7,479.0
5453,DB01202,Levetiracetam,SmallMoleculeDrug,Q7L0J3,Synaptic vesicle glycoprotein 2A,SV2A,742.0
5454,DB01202,Levetiracetam,SmallMoleculeDrug,Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B,CACNA1B,2339.0
5455,DB01203,Nadolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,ADRB1,477.0
5456,DB01203,Nadolol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,ADRB2,413.0
5457,DB01204,Mitoxantrone,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha,TOP2A,1531.0
5458,DB01205,Flumazenil,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,456.0
5459,DB01205,Flumazenil,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,467.0
5460,DB01205,Flumazenil,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,462.0
5461,DB01205,Flumazenil,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,456.0
5462,DB01205,Flumazenil,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,451.0
5463,DB01205,Flumazenil,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,492.0
5464,DB01205,Flumazenil,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GABRA4,554.0
5465,DB01205,Flumazenil,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,462.0
5466,DB01205,Flumazenil,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,GABRA6,453.0
5467,DB01205,Flumazenil,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,474.0
5468,DB01205,Flumazenil,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,512.0
5469,DB01205,Flumazenil,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,473.0
5470,DB01205,Flumazenil,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,GABRD,452.0
5471,DB01205,Flumazenil,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GABRE,506.0
5472,DB01205,Flumazenil,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,465.0
5473,DB01205,Flumazenil,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,467.0
5474,DB01205,Flumazenil,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,467.0
5475,DB01205,Flumazenil,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,GABRP,440.0
5476,DB01205,Flumazenil,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,GABRQ,632.0
5477,DB01206,Lomustine,SmallMoleculeDrug,Q9H169,Stathmin-4,STMN4,189.0
5478,DB01207,Ridogrel,SmallMoleculeDrug,P21731,Thromboxane A2 receptor,TBXA2R,343.0
5479,DB01207,Ridogrel,SmallMoleculeDrug,P24557,Thromboxane-A synthase,TBXAS1,533.0
5482,DB01208,Sparfloxacin,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha,TOP2A,1531.0
5483,DB01209,Dezocine,SmallMoleculeDrug,P35372,Mu-type opioid receptor,OPRM1,400.0
5484,DB01209,Dezocine,SmallMoleculeDrug,P41145,Kappa-type opioid receptor,OPRK1,380.0
5485,DB01210,Levobunolol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,ADRB2,413.0
5486,DB01210,Levobunolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,ADRB1,477.0
5488,DB01211,Clarithromycin,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2,1159.0
5489,DB01211,Clarithromycin,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1,SLCO1B1,691.0
5490,DB01211,Clarithromycin,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3,SLCO1B3,702.0
5492,DB01212,Ceftriaxone,SmallMoleculeDrug,Q9NSA0,Solute carrier family 22 member 11,SLC22A11,550.0
5493,DB01212,Ceftriaxone,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6,SLC22A6,563.0
5494,DB01212,Ceftriaxone,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8,SLC22A8,542.0
5495,DB01212,Ceftriaxone,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1,SLC15A1,708.0
5496,DB01213,Fomepizole,SmallMoleculeDrug,P07327,Alcohol dehydrogenase 1A,ADH1A,375.0
5497,DB01213,Fomepizole,SmallMoleculeDrug,P00325,Alcohol dehydrogenase 1B,ADH1B,375.0
5498,DB01213,Fomepizole,SmallMoleculeDrug,P00326,Alcohol dehydrogenase 1C,ADH1C,375.0
5499,DB01213,Fomepizole,SmallMoleculeDrug,P04040,Catalase,CAT,527.0
5500,DB01214,Metipranolol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,ADRB2,413.0
5501,DB01214,Metipranolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,ADRB1,477.0
5502,DB01215,Estazolam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,456.0
5503,DB01215,Estazolam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,451.0
5504,DB01215,Estazolam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,492.0
5505,DB01215,Estazolam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,462.0
5506,DB01215,Estazolam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,465.0
5507,DB01215,Estazolam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,467.0
5508,DB01215,Estazolam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,467.0
5509,DB01215,Estazolam,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,474.0
5510,DB01215,Estazolam,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,512.0
5511,DB01215,Estazolam,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,473.0
5512,DB01215,Estazolam,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,GABRD,452.0
5513,DB01215,Estazolam,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GABRE,506.0
5514,DB01215,Estazolam,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,GABRP,440.0
5515,DB01215,Estazolam,SmallMoleculeDrug,P24046,Gamma-aminobutyric acid receptor subunit rho-1,GABRR1,479.0
5516,DB01215,Estazolam,SmallMoleculeDrug,P28476,Gamma-aminobutyric acid receptor subunit rho-2,GABRR2,465.0
5517,DB01215,Estazolam,SmallMoleculeDrug,A8MPY1,Gamma-aminobutyric acid receptor subunit rho-3,GABRR3,467.0
5518,DB01215,Estazolam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,456.0
5519,DB01215,Estazolam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,451.0
5520,DB01215,Estazolam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,492.0
5521,DB01215,Estazolam,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GABRA4,554.0
5522,DB01215,Estazolam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,462.0
5523,DB01215,Estazolam,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,GABRA6,453.0
5524,DB01215,Estazolam,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,474.0
5525,DB01215,Estazolam,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,512.0
5526,DB01215,Estazolam,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,473.0
5527,DB01215,Estazolam,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,GABRD,452.0
5528,DB01215,Estazolam,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GABRE,506.0
5529,DB01215,Estazolam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,465.0
5530,DB01215,Estazolam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,467.0
5531,DB01215,Estazolam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,467.0
5532,DB01215,Estazolam,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,GABRP,440.0
5533,DB01215,Estazolam,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,GABRQ,632.0
5534,DB01216,Finasteride,SmallMoleculeDrug,P31213,3-oxo-5-alpha-steroid 4-dehydrogenase 2,SRD5A2,254.0
5535,DB01216,Finasteride,SmallMoleculeDrug,P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1,SRD5A1,259.0
5536,DB01216,Finasteride,SmallMoleculeDrug,P51857,3-oxo-5-beta-steroid 4-dehydrogenase,AKR1D1,326.0
5537,DB01217,Anastrozole,SmallMoleculeDrug,P11511,Aromatase,CYP19A1,503.0
5538,DB01218,Halofantrine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2,1159.0
5540,DB01219,Dantrolene,SmallMoleculeDrug,P21817,Ryanodine receptor 1,RYR1,5038.0
5542,DB01220,Rifaximin,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,NR1I2,434.0
5543,DB01221,Ketamine,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,1115.0
5544,DB01221,Ketamine,SmallMoleculeDrug,P25103,Substance-P receptor,TACR1,407.0
5545,DB01221,Ketamine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
5546,DB01221,Ketamine,SmallMoleculeDrug,P41143,Delta-type opioid receptor,OPRD1,372.0
5547,DB01221,Ketamine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter,SLC6A2,617.0
5548,DB01221,Ketamine,SmallMoleculeDrug,P41145,Kappa-type opioid receptor,OPRK1,380.0
5549,DB01221,Ketamine,SmallMoleculeDrug,P35372,Mu-type opioid receptor,OPRM1,400.0
5550,DB01221,Ketamine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CHRM1,460.0
5551,DB01221,Ketamine,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,CHRM2,466.0
5552,DB01221,Ketamine,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,CHRM3,590.0
5553,DB01221,Ketamine,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4,CHRM4,479.0
5554,DB01221,Ketamine,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5,CHRM5,532.0
5555,DB01221,Ketamine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
5556,DB01221,Ketamine,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B,HTR2B,481.0
5557,DB01221,Ketamine,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,HTR2C,458.0
5558,DB01221,Ketamine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,HTR1A,422.0
5559,DB01221,Ketamine,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B,HTR1B,390.0
5560,DB01221,Ketamine,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D,HTR1D,377.0
5561,DB01221,Ketamine,SmallMoleculeDrug,P28566,5-hydroxytryptamine receptor 1E,HTR1E,365.0
5562,DB01221,Ketamine,SmallMoleculeDrug,P30939,5-hydroxytryptamine receptor 1F,HTR1F,366.0
5563,DB01222,Budesonide,SmallMoleculeDrug,P04150,Glucocorticoid receptor,NR3C1,777.0
5564,DB01223,Aminophylline,SmallMoleculeDrug,Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",PDE3A,1141.0
5565,DB01223,Aminophylline,SmallMoleculeDrug,P30542,Adenosine receptor A1,ADORA1,326.0
5566,DB01223,Aminophylline,SmallMoleculeDrug,P0DMS8,Adenosine receptor A3,ADORA3,318.0
5567,DB01223,Aminophylline,SmallMoleculeDrug,Q92769,Histone deacetylase 2,HDAC2,488.0
5568,DB01224,Quetiapine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
5569,DB01224,Quetiapine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
5570,DB01224,Quetiapine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,HTR1A,422.0
5571,DB01224,Quetiapine,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B,HTR1B,390.0
5572,DB01224,Quetiapine,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D,HTR1D,377.0
5573,DB01224,Quetiapine,SmallMoleculeDrug,P28566,5-hydroxytryptamine receptor 1E,HTR1E,365.0
5574,DB01224,Quetiapine,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,HTR2C,458.0
5575,DB01224,Quetiapine,SmallMoleculeDrug,P46098,5-hydroxytryptamine receptor 3A,HTR3A,478.0
5576,DB01224,Quetiapine,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6,HTR6,440.0
5577,DB01224,Quetiapine,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7,HTR7,479.0
5578,DB01224,Quetiapine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,DRD1,446.0
5579,DB01224,Quetiapine,SmallMoleculeDrug,P21918,D(1B) dopamine receptor,DRD5,477.0
5580,DB01224,Quetiapine,SmallMoleculeDrug,P35462,D(3) dopamine receptor,DRD3,400.0
5581,DB01224,Quetiapine,SmallMoleculeDrug,P21917,D(4) dopamine receptor,DRD4,467.0
5582,DB01224,Quetiapine,SmallMoleculeDrug,P35367,Histamine H1 receptor,HRH1,487.0
5583,DB01224,Quetiapine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,ADRA1A,466.0
5584,DB01224,Quetiapine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,ADRA1B,520.0
5585,DB01224,Quetiapine,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor,ADRA1D,572.0
5586,DB01224,Quetiapine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,ADRA2A,450.0
5587,DB01224,Quetiapine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor,ADRA2B,450.0
5588,DB01224,Quetiapine,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor,ADRA2C,462.0
5589,DB01224,Quetiapine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CHRM1,460.0
5590,DB01224,Quetiapine,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,CHRM2,466.0
5591,DB01224,Quetiapine,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,CHRM3,590.0
5592,DB01224,Quetiapine,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4,CHRM4,479.0
5593,DB01224,Quetiapine,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5,CHRM5,532.0
5594,DB01225,Enoxaparin,SmallMoleculeDrug,P01008,Antithrombin-III,SERPINC1,464.0
5595,DB01225,Enoxaparin,SmallMoleculeDrug,P00742,Coagulation factor X,F10,488.0
5596,DB01226,Mivacurium,SmallMoleculeDrug,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,529.0
5597,DB01226,Mivacurium,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,CHRM2,466.0
5598,DB01226,Mivacurium,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,CHRM3,590.0
5599,DB01226,Mivacurium,SmallMoleculeDrug,P06276,Cholinesterase,BCHE,602.0
5600,DB01227,Levomethadyl Acetate,SmallMoleculeDrug,P35372,Mu-type opioid receptor,OPRM1,400.0
5601,DB01227,Levomethadyl Acetate,SmallMoleculeDrug,P30926,Neuronal acetylcholine receptor subunit beta-4,CHRNB4,498.0
5602,DB01227,Levomethadyl Acetate,SmallMoleculeDrug,P32297,Neuronal acetylcholine receptor subunit alpha-3,CHRNA3,505.0
5603,DB01228,Encainide,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha,SCN5A,2016.0
5604,DB01229,Paclitaxel,SmallMoleculeDrug,Q9H4B7,Tubulin beta-1 chain,TUBB1,451.0
5605,DB01229,Paclitaxel,SmallMoleculeDrug,P10415,Apoptosis regulator Bcl-2,BCL2,239.0
5606,DB01229,Paclitaxel,SmallMoleculeDrug,O75469,Nuclear receptor subfamily 1 group I member 2,NR1I2,434.0
5607,DB01229,Paclitaxel,SmallMoleculeDrug,P27816,Microtubule-associated protein 4,MAP4,1152.0
5608,DB01229,Paclitaxel,SmallMoleculeDrug,P11137,Microtubule-associated protein 2,MAP2,1827.0
5609,DB01229,Paclitaxel,SmallMoleculeDrug,P10636,Microtubule-associated protein tau,MAPT,758.0
5610,DB01231,Diphenidol,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CHRM1,460.0
5611,DB01231,Diphenidol,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,CHRM3,590.0
5612,DB01231,Diphenidol,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,CHRM2,466.0
5614,DB01233,Metoclopramide,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
5615,DB01233,Metoclopramide,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CHRM1,460.0
5616,DB01233,Metoclopramide,SmallMoleculeDrug,Q13639,5-hydroxytryptamine receptor 4,HTR4,388.0
5617,DB01233,Metoclopramide,SmallMoleculeDrug,P46098,5-hydroxytryptamine receptor 3A,HTR3A,478.0
5618,DB01234,Dexamethasone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,NR3C1,777.0
5619,DB01234,Dexamethasone,SmallMoleculeDrug,P51843,Nuclear receptor subfamily 0 group B member 1,NR0B1,470.0
5620,DB01234,Dexamethasone,SmallMoleculeDrug,P04083,Annexin A1,ANXA1,346.0
5621,DB01234,Dexamethasone,SmallMoleculeDrug,P35228,"Nitric oxide synthase, inducible",NOS2,1153.0
5622,DB01235,Levodopa,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,DRD1,446.0
5623,DB01235,Levodopa,SmallMoleculeDrug,P21918,D(1B) dopamine receptor,DRD5,477.0
5624,DB01235,Levodopa,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
5625,DB01235,Levodopa,SmallMoleculeDrug,P35462,D(3) dopamine receptor,DRD3,400.0
5626,DB01235,Levodopa,SmallMoleculeDrug,P21917,D(4) dopamine receptor,DRD4,467.0
5627,DB01236,Sevoflurane,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,456.0
5628,DB01236,Sevoflurane,SmallMoleculeDrug,P23415,Glycine receptor subunit alpha-1,GLRA1,457.0
5629,DB01236,Sevoflurane,SmallMoleculeDrug,P42261,Glutamate receptor 1,GRIA1,906.0
5630,DB01236,Sevoflurane,SmallMoleculeDrug,Q09470,Potassium voltage-gated channel subfamily A member 1,KCNA1,495.0
5631,DB01236,Sevoflurane,SmallMoleculeDrug,P98194,Calcium-transporting ATPase type 2C member 1,ATP2C1,919.0
5632,DB01236,Sevoflurane,SmallMoleculeDrug,P30049,"ATP synthase subunit delta, mitochondrial",ATP5D,168.0
5633,DB01236,Sevoflurane,SmallMoleculeDrug,P03886,NADH-ubiquinone oxidoreductase chain 1,MT-ND1,318.0
5634,DB01236,Sevoflurane,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,456.0
5635,DB01236,Sevoflurane,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,451.0
5636,DB01236,Sevoflurane,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,492.0
5637,DB01236,Sevoflurane,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GABRA4,554.0
5638,DB01236,Sevoflurane,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,462.0
5639,DB01236,Sevoflurane,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,GABRA6,453.0
5640,DB01236,Sevoflurane,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,474.0
5641,DB01236,Sevoflurane,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,512.0
5642,DB01236,Sevoflurane,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,473.0
5643,DB01236,Sevoflurane,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,GABRD,452.0
5644,DB01236,Sevoflurane,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GABRE,506.0
5645,DB01236,Sevoflurane,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,465.0
5646,DB01236,Sevoflurane,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,467.0
5647,DB01236,Sevoflurane,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,467.0
5648,DB01236,Sevoflurane,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,GABRP,440.0
5649,DB01236,Sevoflurane,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,GABRQ,632.0
5650,DB01237,Bromodiphenhydramine,SmallMoleculeDrug,P35367,Histamine H1 receptor,HRH1,487.0
5651,DB01238,Aripiprazole,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
5652,DB01238,Aripiprazole,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
5653,DB01238,Aripiprazole,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,HTR1A,422.0
5654,DB01238,Aripiprazole,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B,HTR1B,390.0
5655,DB01238,Aripiprazole,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D,HTR1D,377.0
5656,DB01238,Aripiprazole,SmallMoleculeDrug,P28566,5-hydroxytryptamine receptor 1E,HTR1E,365.0
5657,DB01238,Aripiprazole,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,HTR2C,458.0
5658,DB01238,Aripiprazole,SmallMoleculeDrug,P46098,5-hydroxytryptamine receptor 3A,HTR3A,478.0
5659,DB01238,Aripiprazole,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6,HTR6,440.0
5660,DB01238,Aripiprazole,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7,HTR7,479.0
